seed,boundary,method,N,L,M,rc,repetition,time_ns,neighbor_pairs,distance_evaluations
1701228027828141256,periodic,cim,50,6.324555320336759,4,1,44,21208,204,682
919795157141464081,periodic,cim,50,6.324555320336759,4,1,45,21333,194,677
11160807146983000537,periodic,cim,50,6.324555320336759,4,1,46,20875,204,682
16957335280937277629,periodic,cim,50,6.324555320336759,4,1,47,20584,187,681
4749342483742933010,periodic,cim,50,6.324555320336759,4,1,48,21333,200,681
7799650596302940062,periodic,cim,50,6.324555320336759,4,1,49,21708,202,681
16200617302962625550,periodic,cim,50,6.324555320336759,4,1,50,20958,194,680
14074503181668685408,periodic,cim,50,6.324555320336759,4,1,51,20875,198,679
12201488797169703747,periodic,cim,50,6.324555320336759,4,1,52,21084,199,685
6498845519998944798,periodic,cim,50,6.324555320336759,4,1,53,21750,199,675
8340541804403660016,periodic,cim,50,6.324555320336759,4,1,54,21833,215,702
13398923571012585893,periodic,cim,50,6.324555320336759,4,1,55,21084,193,674
9606386199022981318,periodic,cim,50,6.324555320336759,4,1,56,21208,203,688
18000111044046269314,periodic,cim,50,6.324555320336759,4,1,57,21792,200,679
12404314072553838481,periodic,cim,50,6.324555320336759,4,1,58,21250,206,689
15741538597261898698,periodic,cim,50,6.324555320336759,4,1,59,20041,201,676
6641165679477629265,periodic,cim,50,6.324555320336759,4,1,60,21209,194,677
9696056400893910224,periodic,cim,50,6.324555320336759,4,1,61,22542,204,684
5000302548116182861,periodic,cim,50,6.324555320336759,4,1,62,21250,206,679
3930913133429959086,periodic,cim,50,6.324555320336759,4,1,63,20875,194,685
9121624913493577032,periodic,cim,50,6.324555320336759,4,1,64,22458,220,701
12057631323970273887,periodic,cim,50,6.324555320336759,4,1,65,21250,205,680
8654927732021188024,periodic,cim,50,6.324555320336759,4,1,66,28625,202,692
3172106018734622235,periodic,cim,50,6.324555320336759,4,1,67,21125,197,677
10859827159941266625,periodic,cim,50,6.324555320336759,4,1,68,21708,204,693
10817828710434614377,periodic,cim,50,6.324555320336759,4,1,69,21417,198,675
12946777010868375024,periodic,cim,50,6.324555320336759,4,1,70,26791,218,688
3943467573098553537,periodic,cim,50,6.324555320336759,4,1,71,20500,194,674
16466996502253994604,periodic,cim,50,6.324555320336759,4,1,72,21709,216,685
8335229728130584378,periodic,cim,50,6.324555320336759,4,1,73,21541,200,683
5587924862343405900,periodic,cim,50,6.324555320336759,4,1,74,21333,196,678
11896096260076233086,periodic,cim,50,6.324555320336759,4,1,75,20667,189,693
8098791170880904569,periodic,cim,50,6.324555320336759,4,1,76,20291,191,666
7912438919105645139,periodic,cim,50,6.324555320336759,4,1,77,21583,206,677
5614898452286719379,periodic,cim,50,6.324555320336759,4,1,78,21375,207,685
9487525272316518260,periodic,cim,50,6.324555320336759,4,1,79,20625,197,679
14741885610726960932,periodic,cim,50,6.324555320336759,4,1,80,20750,191,681
3515265777705419796,periodic,cim,50,6.324555320336759,4,1,81,21958,200,689
12098640876389771297,periodic,cim,50,6.324555320336759,4,1,82,30209,194,671
10986692028503713691,periodic,cim,50,6.324555320336759,4,1,83,20291,196,677
10113906785950581413,periodic,cim,50,6.324555320336759,4,1,84,21500,201,686
5244931733021001744,periodic,cim,50,6.324555320336759,4,1,85,29333,199,683
4400780811886086440,periodic,cim,50,6.324555320336759,4,1,86,21250,203,667
4425621162057012885,periodic,cim,50,6.324555320336759,4,1,87,20375,193,681
11448463792577994765,periodic,cim,50,6.324555320336759,4,1,88,21958,202,697
17028041146391806043,periodic,cim,50,6.324555320336759,4,1,89,20958,200,669
12925150861462593923,periodic,cim,50,6.324555320336759,4,1,90,21583,208,682
4895490333327201890,periodic,cim,50,6.324555320336759,4,1,91,20917,198,684
12962179749722130082,periodic,cim,50,6.324555320336759,4,1,92,20917,201,679
7117788335948577077,periodic,cim,50,6.324555320336759,4,1,93,22000,207,694
10574143521135236836,periodic,cim,50,6.324555320336759,4,1,94,22042,199,686
10122935255672552340,periodic,cim,50,6.324555320336759,4,1,95,20542,195,682
9511827152993230843,periodic,cim,50,6.324555320336759,4,1,96,21458,198,678
17337571227189887008,periodic,cim,50,6.324555320336759,4,1,97,21333,197,684
12277482471718545592,periodic,cim,50,6.324555320336759,4,1,98,20708,185,681
4623731239908097735,periodic,cim,50,6.324555320336759,4,1,99,20625,196,679
15668722112048921230,periodic,cim,50,6.324555320336759,4,1,100,20875,200,676
16626829731311121904,periodic,cim,100,8.9442719099991592,5,1,1,55042,401,1773
1367279564109305500,periodic,cim,100,8.9442719099991592,5,1,2,54750,411,1772
5972620087563540427,periodic,cim,100,8.9442719099991592,5,1,3,52875,397,1758
